web-scraper-order,web-scraper-start-url,name10
"1609248490-123","https://sh.meituan.com/meishi/pn2/","8+1石锅鱼（松东路店）"
"1609248482-72","https://sh.meituan.com/meishi/pn6/","黄焖鸡米饭（场中路店）"
"1609248492-148","https://sh.meituan.com/meishi/pn1/","老邻居农家大院（天马店）"
"1609248484-90","https://sh.meituan.com/meishi/pn5/","老乡牛排自助烤肉火锅"
"1609248476-27","https://sh.meituan.com/meishi/pn9/","虹桥人家（洛川路店）"
"1609248490-132","https://sh.meituan.com/meishi/pn2/","金狮蓝蒂海鲜自助餐厅"
"1609248482-74","https://sh.meituan.com/meishi/pn6/","煜北·西北小馆（曲阳路店）"
"1609248488-120","https://sh.meituan.com/meishi/pn3/","江缘道自助烤肉"
"1609248480-52","https://sh.meituan.com/meishi/pn7/","马路边边串串香火锅（魔都旗舰店）"
"1609248476-19","https://sh.meituan.com/meishi/pn9/","八彩慕光日本料理（复兴soho店）"
"1609248484-80","https://sh.meituan.com/meishi/pn5/","世香全厨·铁板烧（红星美凯龙1号店）"
"1609248480-57","https://sh.meituan.com/meishi/pn7/","麦香村（青村店）"
"1609248490-126","https://sh.meituan.com/meishi/pn2/","壹泰东南亚主题餐厅（州桥店）"
"1609248490-131","https://sh.meituan.com/meishi/pn2/","壹泰东南亚主题餐厅（soho复兴广场店）"
"1609248492-140","https://sh.meituan.com/meishi/pn1/","烤友社"
"1609248492-149","https://sh.meituan.com/meishi/pn1/","三德屋日本料理"
"1609248475-9","https://sh.meituan.com/meishi/pn10/","风景菜韩国无限量烤肉名家（静安店）"
"1609248486-102","https://sh.meituan.com/meishi/pn4/","木屋烧烤（宝山万达店）"
"1609248488-115","https://sh.meituan.com/meishi/pn3/","YOUTH"
"1609248482-67","https://sh.meituan.com/meishi/pn6/","出山烧烤（新天地店）"
"1609248478-38","https://sh.meituan.com/meishi/pn8/","豪享来中西餐厅（青安店）"
"1609248480-55","https://sh.meituan.com/meishi/pn7/","翡冷翠1835意大利餐厅&扒房"
"1609248484-81","https://sh.meituan.com/meishi/pn5/","食库东海厨房"
"1609248478-31","https://sh.meituan.com/meishi/pn8/","上海索菲特海仑宾馆BAR505"
"1609248486-93","https://sh.meituan.com/meishi/pn4/","悸动烧仙草（解放西路店）"
"1609248482-70","https://sh.meituan.com/meishi/pn6/","付小姐在成都（昌里路店）"
"1609248484-89","https://sh.meituan.com/meishi/pn5/","煲宫猪肚鸡（宝龙广场店）"
"1609248488-112","https://sh.meituan.com/meishi/pn3/","重庆高老九火锅（南桥百联店）"
"1609248478-43","https://sh.meituan.com/meishi/pn8/","新白鹿餐厅（第一百货店）"
"1609248480-51","https://sh.meituan.com/meishi/pn7/","一叶一世界藏茶蔬食火锅（818广场店）"
"1609248480-58","https://sh.meituan.com/meishi/pn7/","出山烧烤（新天地店）"
"1609248480-59","https://sh.meituan.com/meishi/pn7/","正本清源健康本帮菜（1788国际中心店）"
"1609248484-83","https://sh.meituan.com/meishi/pn5/","泉仙日本料理（富悦店）"
"1609248486-104","https://sh.meituan.com/meishi/pn4/","恬润酒店"
"1609248492-145","https://sh.meituan.com/meishi/pn1/","如一鸡鲍鱼·粤式煲汤（世博源店）"
"1609248482-64","https://sh.meituan.com/meishi/pn6/","翡冷翠1835意大利餐厅&扒房"
"1609248492-139","https://sh.meituan.com/meishi/pn1/","小店有酒·江湖菜（松江店）"
"1609248482-66","https://sh.meituan.com/meishi/pn6/","8+1石锅鱼（九亭店）"
"1609248486-92","https://sh.meituan.com/meishi/pn4/","西米多韩国料理炭火烤肉（卜蜂莲花店）"
"1609248480-48","https://sh.meituan.com/meishi/pn7/","上海新世界丽笙大酒店·旋景餐厅"
"1609248480-53","https://sh.meituan.com/meishi/pn7/","巴麦隆自助烤肉（曹路宝龙广场店）"
"1609248475-13","https://sh.meituan.com/meishi/pn10/","半步江湖半步颠（静安大悦城店）"
"1609248486-101","https://sh.meituan.com/meishi/pn4/","牛仔街区时尚自助餐厅（江桥万达店）"
"1609248476-28","https://sh.meituan.com/meishi/pn9/","王家羊肉汤羊蝎子火锅（新二路店）"
"1609248490-133","https://sh.meituan.com/meishi/pn2/","莉雅西点LIYA烘焙坊CAKES"
"1609248490-127","https://sh.meituan.com/meishi/pn2/","渝利火锅（开元地中海店）"
"1609248486-96","https://sh.meituan.com/meishi/pn4/","峰味香黄焖鸡米饭（定西路店）"
"1609248475-8","https://sh.meituan.com/meishi/pn10/","新樱日本料理"
"1609248476-25","https://sh.meituan.com/meishi/pn9/","九鼎轩脆毛肚火锅（三钢里店）"
"1609248480-49","https://sh.meituan.com/meishi/pn7/","熋狄火市井火锅（能火旗舰店熊狄火）"
"1609248492-150","https://sh.meituan.com/meishi/pn1/","西贝莜面村（龙之梦长宁店）"
"1609248492-144","https://sh.meituan.com/meishi/pn1/","BreadTime烘培时光（育秀路店）"
"1609248492-146","https://sh.meituan.com/meishi/pn1/","岩屋日本料理"
"1609248484-88","https://sh.meituan.com/meishi/pn5/","一锅入魂寿喜烧日式自助火锅（南京东路店）"
"1609248475-15","https://sh.meituan.com/meishi/pn10/","名代西饼蛋糕（松东路店）"
"1609248482-62","https://sh.meituan.com/meishi/pn6/","豫味一品土豆粉黄焖鸡米饭（紫薇路店）"
"1609248482-75","https://sh.meituan.com/meishi/pn6/","虾烤汇小龙虾"
"1609248492-142","https://sh.meituan.com/meishi/pn1/","烊行·火锅撸串店（人广总行）"
"1609248476-23","https://sh.meituan.com/meishi/pn9/","蜀湘园酒楼"
"1609248484-85","https://sh.meituan.com/meishi/pn5/","Good Good Good Market（MYLABX上好佳联名超市）"
"1609248486-94","https://sh.meituan.com/meishi/pn4/","望湘园湖南菜（宏伊店）"
"1609248488-107","https://sh.meituan.com/meishi/pn3/","壹泰东南亚主题餐厅（州桥店）"
"1609248476-24","https://sh.meituan.com/meishi/pn9/","圣火营自助烤肉（惠南店）"
"1609248486-103","https://sh.meituan.com/meishi/pn4/","蜀大侠火锅（曲阳店）"
"1609248482-71","https://sh.meituan.com/meishi/pn6/","四川香天下火锅（松江店）"
"1609248475-6","https://sh.meituan.com/meishi/pn10/","绍兴饭店（大宁店）"
"1609248488-110","https://sh.meituan.com/meishi/pn3/","蒋记海鲜·料理（通阳店）"
"1609248492-137","https://sh.meituan.com/meishi/pn1/","炭香园烤肉海鲜自助餐（人民北路店）"
"1609248490-135","https://sh.meituan.com/meishi/pn2/","江缘道自助烤肉"
"1609248476-21","https://sh.meituan.com/meishi/pn9/","风波庄·江湖味（松江店）"
"1609248475-12","https://sh.meituan.com/meishi/pn10/","新西兰海鲜烤肉自助"
"1609248490-125","https://sh.meituan.com/meishi/pn2/","荣新馆（兴义路2号店）"
"1609248488-117","https://sh.meituan.com/meishi/pn3/","莉雅西点LIYA烘焙坊CAKES"
"1609248484-84","https://sh.meituan.com/meishi/pn5/","台湾波克牛排"
"1609248482-63","https://sh.meituan.com/meishi/pn6/","圆苑（金茂时尚生活中心店）"
"1609248478-44","https://sh.meituan.com/meishi/pn8/","CASANOVA意大利餐厅（外滩店）"
"1609248482-73","https://sh.meituan.com/meishi/pn6/","九鼎轩脆毛肚火锅（世博源店）"
"1609248486-98","https://sh.meituan.com/meishi/pn4/","新招鲜火锅（南门店）"
"1609248475-4","https://sh.meituan.com/meishi/pn10/","王家羊肉汤羊蝎子火锅（新二路店）"
"1609248490-122","https://sh.meituan.com/meishi/pn2/","茴憶傳家菜"
"1609248478-32","https://sh.meituan.com/meishi/pn8/","茂蓀館"
"1609248488-108","https://sh.meituan.com/meishi/pn3/","渝利火锅（开元地中海店）"
"1609248478-39","https://sh.meituan.com/meishi/pn8/","人在茶在（广东路总店）"
"1609248488-106","https://sh.meituan.com/meishi/pn3/","锦圜上海菜（曲阳百联店）"
"1609248478-35","https://sh.meituan.com/meishi/pn8/","济州岛无限量自助烤肉（金桥店）"
"1609248476-16","https://sh.meituan.com/meishi/pn9/","蟹的岡田屋（LuOne凯德晶萃店）"
"1609248476-29","https://sh.meituan.com/meishi/pn9/","爵士码头异国餐厅"
"1609248492-136","https://sh.meituan.com/meishi/pn1/","朱雀打边炉（青浦富绅中心店）"
"1609248475-5","https://sh.meituan.com/meishi/pn10/","迪欧咖啡（沪松公路）"
"1609248475-14","https://sh.meituan.com/meishi/pn10/","金桥红枫都会尚膳·City Bistro海鲜自助餐厅"
"1609248486-91","https://sh.meituan.com/meishi/pn4/","酒牛炭炉·烧肉酒场"
"1609248488-116","https://sh.meituan.com/meishi/pn3/","金狮蓝蒂海鲜自助餐厅"
"1609248475-1","https://sh.meituan.com/meishi/pn10/","九鼎轩脆毛肚火锅（三钢里店）"
"1609248482-68","https://sh.meituan.com/meishi/pn6/","鲁山人日本料理（普照路店）"
"1609248492-138","https://sh.meituan.com/meishi/pn1/","乐凯普精品烘焙（富民店）"
"1609248478-45","https://sh.meituan.com/meishi/pn8/","麦香人家（赵兴路店）"
"1609248475-7","https://sh.meituan.com/meishi/pn10/","潘小烧 ·云南烧烤（环宇荟店）"
"1609248475-2","https://sh.meituan.com/meishi/pn10/","南京大牌檔（香港广场店）"
"1609248492-147","https://sh.meituan.com/meishi/pn1/","灵盛河鲜（松东路店）"
"1609248478-41","https://sh.meituan.com/meishi/pn8/","柚子（南汇店）"
"1609248476-18","https://sh.meituan.com/meishi/pn9/","尚一汤 广东炖汤（大宁国际店）"
"1609248482-61","https://sh.meituan.com/meishi/pn6/","马路边边串串香火锅（魔都旗舰店）"
"1609248480-60","https://sh.meituan.com/meishi/pn7/","碳之味韩式自助烤肉（松江大学城三期店）"
"1609248488-109","https://sh.meituan.com/meishi/pn3/","一心牛&一心舌日本寿喜锅·烧肉放题专门店"
"1609248490-128","https://sh.meituan.com/meishi/pn2/","蒋记海鲜·料理（通阳店）"
"1609248476-17","https://sh.meituan.com/meishi/pn9/","毛氏湘菜馆（西门路店）"
"1609248484-79","https://sh.meituan.com/meishi/pn5/","烧肉王（第一百货店）"
"1609248478-40","https://sh.meituan.com/meishi/pn8/","电台巷火锅（人广旗舰店）"
"1609248488-119","https://sh.meituan.com/meishi/pn3/","妙滴奶茶汉堡（头桥店）"
"1609248490-124","https://sh.meituan.com/meishi/pn2/","彩蝶坊（西林北路店）"
"1609248478-33","https://sh.meituan.com/meishi/pn8/","无限量自助烤肉火锅（海湾店）"
